altura,peso,ingreso,horas_trabajadas,ausencias
134.433878,70.61786385,9973.577534,40.90547645,4
167.1587463,109.2682953,8961.047249,41.57648349,4
141.4808116,81.0346435,7437.977263,41.36923875,5
123.2271185,57.88417185,12064.91529,41.53721065,3
143.5549514,93.5810935,9296.396167,40.44120331,4
191.2100431,130.4609162,11666.08726,41.14248397,3
179.7988617,118.1605923,9517.651813,40.6538416,4
146.7240901,74.12433687,7529.944441,41.10474124,5
178.2298507,116.0555201,11934.46147,41.16330439,3
160.4856046,105.8639882,10002.62326,41.99282312,4
177.9266366,108.7532293,9108.724524,40.81829105,4
115.1920269,35.67743241,10143.32352,41.79740894,4
153.8773794,84.46690529,10704.29149,41.54968908,3
122.8301029,46.98619743,10054.43389,41.94595668,4
153.5718703,82.23244812,16550.69988,42.25682698,0
180.7153262,133.8811002,6215.086309,41.42071574,5
185.3180466,121.7907377,7875.498898,41.11936055,5
162.8917493,88.12915248,10733.61264,41.43981372,3
169.0954282,92.17485505,10551.84896,40.81609424,3
155.1976629,110.5094753,12831.64291,42.05745525,2
146.8563154,83.26037193,5042.026418,41.22442225,6
160.7408904,98.92310445,11546.3496,42.12842578,3
155.4074863,92.23041398,10506.08741,41.02596417,3
153.0347624,77.83230913,15335.20661,41.83003331,1
139.1944737,78.3032294,8892.001955,41.53446874,4
185.6519985,125.0513629,8083.690912,41.19208408,5
180.4121437,125.873013,7095.116109,41.0608824,5
107.8515507,33.09283822,9850.52026,41.36639293,4
123.3002021,58.79147539,9953.525773,40.97357054,4
162.6702601,81.73393373,11112.12012,41.434279,3
142.39919,78.0336095,9074.811772,40.19363772,4
146.0191838,79.03689336,5426.205314,40.81339645,6
114.5851458,34.04474,7686.794434,40.81883683,5
129.3595117,63.60353615,10266.47204,41.32268672,3
168.7135508,112.7371172,5685.523789,39.96872157,6
154.768471,79.244389,14402.464,42.166788,1
166.078186,101.6092381,9628.814396,41.46597297,4
155.3804275,85.50989866,10604.28952,40.96627782,3
151.5769832,90.61869511,10191.24051,40.61438484,4
175.9603252,103.1374917,10461.69193,41.28975014,3
152.9534954,81.10484609,12188.84418,41.6577266,3
152.3279382,99.41384873,10773.7327,41.09909329,3
158.3418287,83.79807902,11481.61654,42.75641196,3
168.5027583,94.33078817,17661.02308,41.83140068,0
143.0172217,93.63823887,12019.64756,41.43067502,3
138.6055062,69.82094543,9283.261684,41.28552941,4
155.1049393,79.15657352,8633.691315,41.51229871,4
115.5555632,52.71145211,11582.63781,41.16663346,3
170.0928857,99.50560494,7443.537097,40.66655559,5
152.4107591,92.04990531,8415.652695,41.34647511,4
153.4651097,96.93592209,8568.203258,40.94763669,4
111.1736232,45.20615457,8697.827987,41.17207269,4
172.3997062,112.8968513,6084.931971,41.01356199,6
132.5417235,69.21627955,5299.60292,40.35989775,6
159.3637827,106.4649771,4747.021003,40.61402673,6
169.3429695,103.4186613,10102.81277,41.10776311,4
155.7471516,87.56145816,11288.66334,40.95142414,3
141.7163847,73.67923625,15088.92619,41.62206883,1
149.2155633,78.75455565,5396.852697,40.56645833,6
186.3190352,129.9105744,11789.29057,41.70699441,3
147.5838729,91.87044731,8568.574217,41.20354669,4
135.5349817,77.7970657,8067.24774,41.23467156,5
155.7059269,72.4320126,8024.131904,40.79539435,5
113.2068322,49.40266251,11324.17402,40.59593712,3
104.01029,35.63152056,7982.813888,40.53339933,5
159.4265587,103.2910516,8835.495656,41.01008843,4
167.4764813,112.3358449,15387.14081,41.6595618,1
151.0480674,90.58148475,8497.312386,41.63963634,4
137.8416279,68.5267087,9738.75136,41.14206543,4
159.950715,104.7448582,10086.94722,41.54927379,4
122.9274688,59.31846009,9117.732304,40.76366112,4
136.4251311,69.78709201,8480.367085,41.11279162,4
164.5099049,91.55470035,9665.570122,41.26189886,4
148.9358038,71.72311145,10841.51857,41.18061986,3
143.5405725,80.08993452,13153.12132,41.86710412,2
155.4976833,101.6236019,14843.24934,42.15505574,1
121.1037021,52.7358632,8779.194125,40.52339701,4
166.0268762,100.4999943,9625.302356,41.36127954,4
124.5992249,61.02312446,12076.53805,41.76072701,3
165.3093359,98.82154518,10511.92843,41.52358043,3
147.6677133,74.29224581,5387.057935,40.97372652,6
149.953758,84.19150908,13953.91379,42.04215649,2
145.9005084,90.43513492,12350.7032,41.49624041,2
131.2931027,61.83371535,9804.832873,41.13111402,4
122.7597005,59.72989447,5529.740085,40.53647707,6
116.2664407,54.94752835,11287.66762,40.66867814,3
142.5034513,76.38109329,13977.1749,41.56361545,2
162.4145438,92.18667933,7375.862502,41.11560747,5
171.3070415,120.0299304,9716.705399,41.39178286,4
136.7666323,71.23430476,7262.032643,41.84852539,5
191.9203236,115.0964661,12149.40423,41.56636717,3
175.5568483,100.4365786,11331.60587,41.37348878,3
151.7841542,88.71913148,11133.44766,41.30282746,3
148.4206281,79.56937304,12014.15682,41.88902453,3
182.415283,115.651086,9022.064498,41.06701379,4
179.6564826,117.267626,18624.0598,42.50000237,-1
157.2555496,77.05206543,13339.65282,41.55201619,2
147.6788047,88.57184991,10137.23742,41.47696651,4
135.3926345,74.97735248,5877.95194,40.86640669,6
181.8129105,132.4634316,7093.321049,40.9768684,5
145.4255074,80.99165321,10803.30067,41.4000852,3
154.1151929,85.42378899,12027.66012,41.49383066,3
138.2800381,64.16740492,9978.307621,41.96981314,4
136.4962917,77.04248929,11174.03518,41.68449954,3
159.9667826,101.1487645,6655.700336,41.00783558,5
170.3228508,101.6104731,10432.90891,41.21734156,3
137.8007915,71.01182109,8540.49198,40.76558774,4
135.6710912,74.04025927,11556.47973,41.22053999,3
146.4796244,72.0787412,9040.791381,40.29657174,4
150.4013073,74.46556244,9759.532193,40.70943091,4
150.1698556,93.82125005,8254.784034,41.09323695,4
171.3777768,99.53945223,9133.427984,41.30947146,4
161.3465953,84.41339591,7593.359828,40.90511492,5
148.7487461,100.6429257,12884.10393,42.38316702,2
158.4747678,89.44285963,12957.73876,41.75548808,2
152.0304992,84.8714166,8723.814912,40.69895407,4
188.2142947,124.0769866,10146.63295,42.02001475,4
129.7727035,59.34206444,11937.58639,40.89057105,3
138.1228251,81.11011021,10901.52166,40.84968228,3
126.6750548,60.39012772,6519.939161,40.50803786,5
162.3878882,100.4364916,12941.10141,41.34319416,2
150.6912546,84.76650161,13410.24459,41.99538133,2
133.8644998,75.94140646,7657.060316,41.08765085,5
153.1039888,92.21874501,10561.64604,40.87099271,3
107.2376466,42.22245263,10499.24146,41.23224464,3
155.8698757,93.57160914,7987.810244,41.79419689,5
149.3143739,88.31524996,11532.80579,41.62698716,3
177.595044,110.8201158,4907.357872,40.95417808,6
159.2304601,83.01487358,7929.375911,41.41496945,5
137.2126056,51.65610297,10481.96159,41.00317679,3
138.5396384,68.7329739,9169.973805,40.77992146,4
108.1424949,53.75637353,12220.60594,41.6438222,3
169.1901515,106.3245312,9308.480962,40.88407771,4
143.7577765,87.86026626,8993.468927,40.41356286,4
148.8323642,90.10409924,10660.29392,41.57238335,3
184.6632699,130.2472818,12548.49873,41.5437339,2
152.498217,74.13192785,11259.67602,41.25463375,3
146.5376882,89.95168226,6057.174421,40.32503185,6
168.0307071,108.3326027,8940.773491,41.62341494,4
179.8173251,103.4864386,9899.303901,40.99745205,4
158.0303198,92.24953737,11435.32345,41.88708738,3
146.8717491,79.62106394,11010.64278,40.48688215,3
152.4504105,73.02346648,7477.92607,40.34071026,5
153.6825216,82.55735555,10926.46875,42.41226602,3
168.5916321,97.98414639,9979.371154,40.8730217,4
140.9831958,70.15975143,10374.06358,41.70194357,3
185.1087715,110.9362742,7170.454065,41.34458842,5
142.5269301,74.74488775,10688.97956,40.31109591,3
151.3013359,98.31895956,9232.457266,41.16433865,4
130.6247617,66.55051385,7775.759758,41.30816499,5
140.2240087,75.53867764,10920.52696,41.50510263,3
142.8337288,83.90920675,12446.00092,41.25314075,2
151.6784544,88.24263902,9285.819478,40.90244689,4
157.6460266,88.21731732,9772.848406,41.23088242,4
152.377447,79.01981658,7872.374133,41.25147403,5
187.2792352,126.5497675,10646.47814,41.14527456,3
132.6857195,78.42289652,9467.68847,41.74058573,4
171.2404838,117.1765133,10120.65806,42.08984209,4
121.484914,63.91720831,9387.617094,41.73869647,4
158.302975,91.00803247,9972.553186,42.1780021,4
160.2025661,93.73057747,4851.448066,40.70444468,6
125.0168409,58.25528137,13626.63421,41.88600268,2
151.8669412,98.30998171,10454.23524,41.32628128,3
153.6225397,82.43115712,13497.92284,42.13530705,2
144.4521599,75.20635954,5806.573757,40.68832371,6
156.9125727,102.3384411,13816.64278,41.87184118,2
113.7548824,30.02015274,7103.11288,40.96439588,5
188.5756817,128.8907212,10291.38523,41.26631572,3
160.6315719,100.0913385,9404.133599,40.46161261,4
175.9472311,108.1388376,8524.262432,41.09229086,4
150.4092018,91.84149381,9010.907829,41.44947746,4
177.0514674,94.60007341,10512.07018,40.97484534,3
155.716999,94.8431163,11661.90147,41.90736717,3
150.3666026,83.58437984,12420.63307,41.24127505,2
149.9445223,91.72184935,5250.133028,40.2451624,6
117.1593842,48.82265501,10105.64651,41.29248617,4
178.5202625,110.2922988,10309.29654,40.46444086,3
143.2188839,76.92864019,10446.74484,41.87035715,3
141.40402,85.38716917,7996.981047,40.36524482,5
185.421722,112.9152257,10284.01353,41.41289213,3
145.5046216,72.0915173,4196.538823,40.31194191,6
148.7586848,90.16409688,12637.17113,41.6029184,2
138.8671325,67.27115587,13054.78682,41.98927118,2
169.5840513,90.46260737,11808.39039,41.63762746,3
166.4572827,114.1362746,11147.36381,42.32407253,3
157.2996711,100.6760868,11354.32364,41.59384697,3
152.0166847,90.05882307,11626.40921,41.78024902,3
147.9843122,70.96509517,7899.94417,40.26873094,5
136.9198735,70.45038281,9879.789888,40.73403262,4
133.9762286,82.41489499,10367.03337,40.7964218,3
171.4534499,119.9781548,9262.476872,41.30375473,4
189.7207474,132.7160414,8969.968774,41.17147476,4
123.3305243,61.94406179,11061.35562,41.86867861,3
140.6181368,89.59645662,9081.697317,40.57706775,4
164.5044411,102.270807,10912.34111,41.22276068,3
135.5790569,73.20090433,8267.822964,41.36300557,4
181.504424,113.2428467,7269.387389,40.91579077,5
126.3111349,65.39094179,9705.802055,41.38205739,4
154.8047624,87.9636872,18268.98404,42.42595839,0
158.2044737,97.55447363,11771.16549,41.57587254,3
134.63802,79.03397601,6178.455467,40.79468418,5
129.9759676,75.70640135,10723.99959,41.19179582,3
124.2208734,62.85580785,12891.09089,41.92289887,2
131.9116708,59.05650683,10961.58582,42.23741334,3
165.9193102,108.9290844,11480.91712,41.80283715,3
105.3275858,34.82594105,9518.316945,40.98262252,4
147.5969133,97.29086196,7335.952199,41.22433147,5
166.8940322,99.79907081,20032.23692,42.97143528,-1
159.8165773,102.365997,14027.94421,41.61045879,2
126.3557571,65.1353898,9602.471067,39.97301976,4
140.8105749,73.04585285,12563.76111,41.12454111,2
165.7249048,97.38931604,5362.298127,41.12431107,6
145.2168049,76.69240284,13599.16229,41.17983661,2
161.9517188,103.5867078,9450.472209,40.9853466,4
157.419423,92.96134635,10922.03113,41.16715453,3
144.2827638,70.94855859,12002.58065,41.4715952,3
199.8604969,134.5773748,7398.921147,41.47242989,5
127.9569595,48.42907063,10178.03921,40.93775075,4
146.6274286,83.91031603,6522.111643,41.40761175,5
135.2027377,69.21193753,11881.24642,41.2223694,3
122.7473275,55.99862545,7066.22985,40.72721531,5
141.3470866,65.28585318,5684.700508,40.91616207,6
144.3454404,79.21891523,12097.64119,41.833416,3
116.5539667,51.34851174,12144.54472,41.92631671,3
134.0758643,76.30307536,11642.39424,41.61212837,3
163.6341644,92.42966685,8444.743262,41.57276579,4
96.39881018,31.90758492,10808.44026,41.0248142,3
161.3681164,98.65985219,11400.4703,41.40150528,3
110.529825,52.18031333,11529.13405,41.32293988,3
193.0680113,127.852978,9097.285066,40.9088959,4
163.256079,107.4073018,10418.63038,40.80606153,3
177.5655114,120.2512927,12416.61072,41.15491569,2
142.0516767,82.16557919,8507.091372,41.83613707,4
200.5592556,128.6334885,10053.31815,41.17062339,4
166.9931359,97.98989695,7278.225809,40.77767876,5
173.1739324,126.1227128,11397.56461,41.20159183,3
151.3618841,73.49862468,7366.193746,41.35525912,5
123.3572227,62.31009943,6588.51446,40.93827886,5
145.5459518,80.91906971,12621.7724,41.20890292,2
160.9197844,91.65822949,8655.540193,41.54094297,4
158.6488484,95.22204384,8497.428116,41.40516532,4
135.3346621,73.79817542,12257.69493,41.97680812,3
152.2787826,88.57512811,7501.950366,41.64855917,5
130.1678136,69.61130972,8112.745553,40.78147123,5
150.8638633,95.0742575,7067.791126,40.77846379,5
156.9949604,102.6260078,9758.944923,40.74358747,4
102.24647,30.75857707,9596.266222,41.29961174,4
179.9494119,119.4951953,9987.573033,41.22227502,4
161.202061,94.00144208,10520.26276,40.99018561,3
134.2687211,60.03329958,6981.210323,41.65279262,5
118.6257446,61.64910493,10006.70462,41.27098162,4
157.6424179,102.1911651,9206.1873,41.4976767,4
156.590424,85.90036096,7830.553415,40.68732898,5
158.3362593,95.95137028,10391.00091,41.22790526,3
146.9013591,77.75149409,9010.672029,41.41807071,4
164.7579807,102.0466444,8534.679293,40.36045755,4
133.0730643,69.57810427,9177.58993,41.87448231,4
155.6628909,98.35988257,9167.364602,41.26202194,4
137.9317697,81.30540578,11167.68147,40.93080571,3
179.9746663,119.848049,7020.984494,41.50056709,5
144.6007966,69.44881702,9054.200785,40.60449335,4
160.2746029,95.97019944,10571.8606,41.31879032,3
140.6119988,75.64431879,14973.09371,41.71289151,1
176.7164072,106.17389,10211.86892,41.99125572,4
92.49408112,35.7279733,10202.06316,41.14012938,4
149.1407717,79.30569813,14630.64138,41.76995153,1
189.6542344,119.2698522,12746.13572,41.73166556,2
117.8741821,56.88014765,10522.76742,41.00376318,3
125.7235402,60.72752621,6253.740167,41.09688385,5
163.3245269,85.81207233,6245.354893,40.78478558,5
145.3683707,75.10923638,12358.54327,41.75048815,2
161.2902592,99.67860885,16749.07134,42.39172083,0
142.292378,67.12594123,8959.853348,41.41176806,4
152.4348153,91.7915765,12947.29622,41.92436673,2
160.4578999,82.58131871,11040.80195,41.24475113,3
137.1293494,64.58326829,6525.99922,41.10486356,5
157.088876,104.4838449,6818.606605,40.37559108,5
112.1741306,33.09432253,13200.86908,41.53340195,2
141.4808535,79.80892017,9835.789436,41.7720307,4
161.9237161,91.8770691,8011.652112,40.83428211,5
123.2046538,70.8074153,10761.73074,41.26088128,3
137.3548387,75.83081268,10553.47374,40.79427912,3
160.3692389,86.93817366,6727.231482,41.12082479,5
165.2434077,100.2552857,12572.8792,41.74767454,2
156.23606,95.44199297,14220.20915,42.01784296,2
182.7110194,118.3843911,6973.934451,40.53449891,5
151.9046128,83.57829951,8649.059609,40.83811788,4
198.0333878,123.2949678,12453.55713,41.20555653,2
148.088831,77.82366217,11265.49269,42.03028944,3
142.9210771,78.4301002,10494.35556,41.30741196,3
163.3676717,104.6598646,10772.67578,41.85613085,3
126.6020099,72.40447399,12704.96857,41.47991827,2
163.887961,93.06546793,10771.64249,41.3208191,3
147.1070419,93.96980753,10595.06441,41.83791501,3
150.1140615,80.75318236,10037.33606,40.92589108,4
123.7301613,67.33502338,9746.59778,40.19827122,4
115.5280094,32.39561453,11922.4342,41.9115896,3
152.4113019,91.00280732,10259.50613,41.75759439,3
134.8054777,67.19651797,14051.38084,41.66107586,2
157.6516395,86.11058206,9328.142481,41.46569124,4
142.3596298,78.12930947,9405.180984,41.16360711,4
120.5756762,77.36609979,8244.56887,41.20262825,4
128.0097622,61.56322775,11886.37338,41.66670579,3
122.837735,69.10947695,9321.339504,40.95481924,4
167.6586253,100.9782509,10695.21658,41.52974251,3
138.1962028,80.16711189,8638.756618,41.19025239,4
106.2352068,48.8764254,12342.25429,41.91248509,2
154.9196752,99.35517548,11495.61172,41.11094922,3
157.864489,80.99660406,10203.99754,40.6525382,4
157.8934497,99.79513798,11491.61484,41.87696099,3
135.0133261,73.25277775,8527.185161,41.4144828,4
139.7478835,75.04250197,9174.287905,40.69356297,4
134.2935284,59.67096013,9735.907003,41.32138831,4
130.9579026,48.96750702,8774.606264,40.91742976,4
160.1190708,114.4768122,8568.295255,41.3727397,4
136.0909277,77.94418659,14602.2222,42.70517552,1
165.8845758,102.7490257,8022.672379,41.56745517,5
169.8102784,110.7438994,9959.026626,41.1411878,4
170.104915,100.9312679,8483.785578,40.94896866,4
111.4341191,43.80001883,8028.721995,40.43395429,5
178.4433444,108.3168661,4855.651377,40.39962086,6
151.4734325,94.20772317,12032.26354,41.28940079,3
208.5337164,154.0464998,8379.814439,41.76974311,4
181.1983028,128.6794009,9212.226723,40.89055474,4
140.9709817,77.74168884,12603.21258,41.5593952,2
121.6247152,62.74963376,5868.697389,40.50480293,6
143.4815112,80.88654679,14996.45082,41.69165832,1
210.6071627,148.7839989,7118.303537,40.36704192,5
113.9041577,48.07930294,11374.32082,41.57821848,3
126.1372329,73.93842278,10245.67614,40.43132077,4
137.0564779,63.74762407,13036.27448,41.79796166,2
112.9351077,41.84222968,12229.88844,41.68450557,3
155.1474419,96.44757546,10157.78868,41.72812458,4
148.8223816,95.4707331,13855.92263,41.78173873,2
148.4176791,90.84532851,11937.11211,41.74739965,3
174.1523492,105.1047074,12283.39748,42.273905,3
127.2249655,73.11726148,9986.572702,41.94013417,4
134.3443444,81.58734075,9892.63161,41.28263708,4
129.0280654,58.66020448,8882.621462,40.89337692,4
144.1708631,81.19695947,10031.06949,41.77015207,4
168.1279486,88.86144344,6350.936839,40.46289832,5
120.039464,53.33769213,9370.892018,40.90920107,4
163.1644568,101.8228713,10158.61899,41.30650234,4
164.4968895,102.6978161,12570.34809,41.68841361,2
127.6003867,62.37235142,7609.056055,41.09493315,5
165.8552316,79.13536226,9793.3093,40.79506825,4
188.3260469,113.8635635,12842.77561,41.83933429,2
134.6076666,81.17317729,11771.36604,41.68166722,3
130.7042169,72.80071147,14653.40645,41.63385013,1
131.5566219,64.44516215,7341.07028,40.67178765,5
149.4154083,88.67641768,11992.44571,42.3379426,3
124.3738114,60.85309284,12124.11607,41.13863895,3
158.9659856,83.81089599,9373.280119,41.56372635,4
142.1093381,70.41261258,8488.5548,41.52968233,4
151.1546347,104.0157039,14604.32476,42.12769182,1
155.3946618,86.34730768,12121.93682,40.95643514,3
143.8358256,68.18466656,10967.05014,41.95771089,3
117.7255669,59.50198784,10845.40472,41.42221865,3
125.3040155,56.76475132,8853.644336,40.18313032,4
156.4656748,98.77442549,11539.71071,41.11154645,3
141.2471677,82.81660354,10297.2197,41.24540369,3
129.9211656,55.91488261,10654.52209,41.17814548,3
114.1898163,51.10797513,11781.65123,41.59772926,3
163.7405615,107.7530548,10151.2778,41.28904411,4
137.4710066,74.2085499,10065.03557,41.69265925,4
153.8105785,82.51932597,9297.182554,41.93049688,4
151.0066939,80.85978211,10165.31141,40.72879709,4
133.6990548,77.90122009,8738.13246,41.45785773,4
156.9786316,90.18094672,6352.342069,40.42418785,5
147.8917716,82.20144277,11946.43161,41.92870461,3
172.6590177,109.4094563,9810.772885,41.56009732,4
141.9773375,67.40065706,11284.58135,41.14266751,3
144.6219606,75.26761568,13561.76395,41.78107051,2
158.7594792,101.9398716,11422.59739,41.269245,3
153.3023428,77.77868211,11089.56151,41.29498151,3
109.7401907,44.97004935,13001.20021,42.40936627,2
147.5919448,85.02167013,10669.72117,40.88929507,3
158.4083683,91.84149995,6966.844817,40.84300114,5
147.7629761,82.02315592,9672.605489,41.38375961,4
154.6492717,86.41651563,6601.780735,40.75373218,5
177.5351461,111.4811792,11749.94343,42.22413272,3
155.0425089,102.2049054,7403.535293,41.17809533,5
138.4540494,77.42552211,10986.43773,41.44685504,3
130.9670955,73.35903562,8717.108106,41.46483033,4
193.770817,124.4189419,10104.62168,41.76489614,4
163.9192468,93.295828,11312.08399,41.58127193,3
165.8114351,91.48886505,8333.689042,40.08237283,4
127.1572939,66.91284173,12097.07103,41.1750139,3
147.3254817,77.08470838,8745.989905,40.31266291,4
186.6220314,114.5357615,7460.376694,40.30365611,5
101.5966532,49.65185334,7401.783661,41.5745498,5
152.1710714,76.15867533,10423.23754,41.41768418,3
138.4203902,73.16936387,10121.42933,41.88967992,4
150.7630105,82.8232105,12036.81572,41.76295451,3
129.7482528,61.75663099,4908.559254,40.82438918,6
165.9858433,110.9173554,7511.676453,40.76869268,5
181.21968,107.39794,9610.091835,40.95096301,4
125.970417,50.60856494,14030.99316,41.69682491,2
168.1716796,100.9727789,10056.37582,41.57712611,4
146.877472,82.66136194,12472.78775,41.9897549,2
168.5147404,94.61475594,10393.34831,41.19424913,3
188.9932872,128.3356409,13508.32015,41.67272667,2
142.7988604,79.26844381,11006.43859,41.48622799,3
137.4636681,74.4781242,13274.93989,40.97856575,2
170.1714676,114.0045615,12192.89532,42.16043397,3
147.6447595,82.5832197,9377.732785,40.71466135,4
178.0984085,111.5796675,8044.445818,41.82079129,5
146.149209,76.12013479,4921.692181,40.62843029,6
161.5930774,98.83982176,13785.89105,42.14569631,2
157.727978,100.9756491,13251.09586,42.69785611,2
120.394115,53.66475673,7220.986973,40.95902265,5
146.2662787,82.52165319,11529.7045,42.35729367,3
145.5106279,74.55091343,8685.258553,41.04536253,4
149.1670791,97.03061091,10728.60366,41.16700873,3
150.8971436,75.61118915,8295.7043,41.84494491,4
126.1241377,64.21017935,10603.70505,41.80745688,3
128.64568,56.13272632,9698.119214,42.02660588,4
118.6284288,43.06898455,10205.41825,41.63392347,4
133.410805,75.6472805,8847.002696,41.4733678,4
151.0215654,93.18817599,9180.918237,41.07702137,4
138.0821127,73.58693261,10414.56364,41.13382418,3
123.1828538,54.00884484,8990.744022,41.46099847,4
148.7380959,85.75334304,11896.67345,41.52909012,3
147.4023619,95.28999249,11649.07602,42.10305031,3
132.646154,71.64508182,12581.24245,42.01020252,2
143.0439129,82.92217801,9329.543635,40.51135152,4
153.9319284,85.29147207,9226.154167,41.43555843,4
174.6975443,102.6713716,11595.7787,41.92294943,3
155.4278122,100.0727809,8346.189475,41.07676002,4
126.591395,76.29055137,10372.26581,41.11203581,3
119.3717489,64.57058135,8500.851448,41.91332348,4
149.9925466,79.30077613,4071.820992,40.02966161,7
151.0797322,72.40857301,8163.099967,41.5927864,5
166.2338815,101.9010735,11825.36304,41.30868898,3
170.3829331,106.3387148,11189.52041,40.99779754,3
169.7466886,119.1608844,15033.77414,41.90028249,1
145.8370305,79.17962692,18505.31534,42.02656227,-1
135.3567557,61.76173451,13347.65106,41.7141568,2
147.4127249,77.08093901,11701.50575,41.5831526,3
121.8624323,59.68146528,11440.37535,41.70271411,3
167.6149007,109.6063822,8795.867855,41.01969786,4
129.9050029,63.03859479,4240.191266,40.54862123,6
193.4262017,113.2013621,12985.89866,41.12169547,2
139.5681585,77.20144946,5774.206139,41.13453776,6
120.1575028,47.48735764,10413.10505,40.61518708,3
130.6370942,65.27720522,9531.441428,40.35005312,4
166.9124916,100.1896404,11754.61721,40.84410518,3
143.9259175,76.74763584,10568.00845,41.36569467,3
117.6709946,63.05973093,9913.975094,41.68501355,4
157.1043148,99.73369492,11514.85082,41.54595359,3
143.8526637,78.00212968,9806.055726,41.71385379,4
199.2901757,128.2734374,12881.82662,41.81673142,2
141.4902271,69.09261898,7773.064256,40.73449236,5
169.0497322,100.3702587,11745.8993,41.3551542,3
159.1062074,93.55613778,10210.90566,40.85647085,4
154.4768792,82.56666585,6283.845729,41.36671225,5
159.6510991,90.84484215,13245.21046,41.62981257,2
150.6818959,91.94119202,8670.592907,41.2254365,4
139.6625597,74.65548375,7179.63256,40.37976636,5
129.5589765,64.55992145,6966.913565,40.38420213,5
146.1252334,96.64091309,11685.73918,41.94333579,3
163.8037202,96.75906512,9615.655435,40.61946974,4
152.6613449,88.48546168,11418.55037,42.24356462,3
168.2073247,106.4403178,7951.274513,41.03899966,5
179.1165913,117.8032395,9976.174011,41.83891313,4
113.361668,52.17056877,8136.092385,41.03039932,5
158.0173436,93.90165541,12427.96681,41.50115162,2
142.843832,82.7325559,8769.433921,41.42713981,4
136.3963942,79.04337447,12067.09425,41.45786067,3
151.2218619,94.60526649,9242.400994,41.20886603,4
123.3990547,68.14012957,7662.336363,40.7457365,5
137.547249,75.49817931,8056.643665,41.00665486,5
179.8224122,108.6679287,8849.762627,41.31717225,4
181.4620896,115.9883922,8201.467595,40.90315727,4
160.6626037,86.68154425,10830.54378,40.9037234,3
157.7677637,94.77821919,6574.125883,40.56455186,5
121.1125339,51.56203735,9063.020665,40.87483845,4
163.0594458,107.7292214,7754.982042,40.90844775,5
111.7613908,29.56895826,13232.18369,42.00841236,2
154.6702202,91.40200975,10243.79453,40.28522148,4
147.5106318,81.26329253,12932.70965,41.7052252,2
173.9671353,109.7103114,10808.53748,41.78390326,3
132.6473513,73.72608883,12318.98798,41.99299809,2
171.8527955,100.9316483,11505.14161,41.34280329,3
144.8559808,76.03154231,9631.032733,41.06848541,4
137.4817932,78.06087969,9578.943984,39.94380738,4
139.2546026,74.80396676,11259.10051,41.86030177,3
153.9478938,87.12121339,9279.154533,40.84656961,4
154.9139453,80.47424263,11254.61184,41.10595962,3
146.1793404,83.69189789,13045.70722,42.01699723,2
148.7665192,84.70479595,10791.65339,41.75574988,3
138.5528084,73.80686717,7210.466041,41.47924025,5
150.646563,91.09918403,8953.380309,41.78755124,4
156.0278019,81.49553101,10848.14125,41.3801521,3
140.6408214,76.2666029,10786.0896,41.6151548,3
118.655821,53.08006892,2754.475469,40.02840966,7
163.5170384,110.6029873,10425.57375,40.85282947,3
157.9441664,88.85636716,13307.25487,41.62163133,2
143.8714338,74.05102892,7652.948117,41.33569439,5
